Date,Price
2023-09-15,12200.0
2023-09-16,12200.0
2023-09-17,12200.0
2023-09-18,12200.0
2023-09-19,12200.0
2023-09-20,12200.0
2023-09-21,12200.0
2023-09-22,12200.0
2023-09-23,12200.0
2023-09-24,12200.0
2023-09-25,12200.0
2023-09-26,12200.0
2023-09-27,12200.0
2023-09-28,12200.0
2023-09-29,12200.0
2023-09-30,12200.0
2023-10-01,12200.0
2023-10-02,12200.0
2023-10-03,12200.0
2023-10-04,12200.0
2023-10-05,12000.0
2023-10-06,12100.0
2023-10-07,12200.0
2023-10-08,12200.0
2023-10-09,12200.0
2023-10-10,12200.0
2023-10-11,12200.0
2023-10-12,12200.0
2023-10-13,12200.0
2023-10-14,12200.0
2023-10-15,12200.0
2023-10-16,12200.0
2023-10-17,12200.0
2023-10-18,12200.0
2023-10-19,12500.0
2023-10-20,12500.0
2023-10-21,12500.0
2023-10-22,12200.0
2023-10-23,12500.0
2023-10-24,12500.0
2023-10-25,12500.0
2023-10-26,12500.0
2023-10-27,12500.0
2023-10-28,12500.0
2023-10-29,12500.0
2023-10-30,12500.0
2023-10-31,12500.0
2023-11-01,12500.0
2023-11-02,12500.0
2023-11-03,12500.0
2023-11-04,12500.0
2023-11-05,12500.0
2023-11-06,12500.0
2023-11-07,12500.0
2023-11-08,12500.0
2023-11-09,12500.0
2023-11-10,12500.0
2023-11-11,12500.0
2023-11-12,12500.0
2023-11-13,12500.0
2023-11-14,12500.0
2023-11-15,12500.0
2023-11-16,12500.0
2023-11-17,12500.0
2023-11-18,12500.0
2023-11-19,12500.0
2023-11-20,12500.0
2023-11-21,12500.0
2023-11-22,12500.0
2023-11-23,12500.0
2023-11-24,12500.0
2023-11-25,12500.0
2023-11-26,12500.0
2023-11-27,12500.0
2023-11-28,12500.0
2023-11-29,12500.0
2023-11-30,12500.0
2023-12-01,12500.0
2023-12-02,12500.0
2023-12-03,12500.0
2023-12-04,12500.0
2023-12-05,12500.0
2023-12-06,12500.0
